Plot_ID,Species,Stems / ha,Mean DBH,BA / ha,Vol / ha,N_Pulses,N_Returns,First_Return,Multi_Return,LPI,CDensity,FCI,LCI,GapFrac,VCC,hMean,qhMean,h25,h50,h60,h70,h75,h80,h90,h95,h99,hmax,IQR,Skew,Kurtosis,VDR,CanopyRR,L_mean,L_scale,L_skewness,L_kurtosis,L_variation,Closed_Vol,Open_Vol,Oligophotic_Vol,Euphotic_Vol,cvm_filled_vol,cvm_filled_prop,Closed_Prop,Open_Prop,Oligophotic_Prop,Euphotic_Prop,p_mean,p_scale,p_skewness,p_kurtosis,p_variation,chm_rumple,chm_ruggedness,chm_roughness,chm_vf,chm_vl,chm_vd,wv_peaks,wv_auc,wv_mid,wv_min,wv_max,wv_width,wv_prominence,wv_midmin,wv_midmax,wv_minmax,h25f,h50f,h60f,h70f,h75f,h80f,h85f,h90f,h95f,h99f,L_mean_f,L_scale_f,L_skewness_f,L_kurtosis_f,L_variation_f
PL0093,SS,1575,20,53.87,476,4120,8953,0.46,0.54,0.11,0.874,97.99,78.419,0.126,99.62,12.071,12.481,10.038,12.231,13.105,13.928,14.323,14.767,15.966,16.951,18.532,21.87,4.285,-0.328,0.019,0.441,0.651,12.071,1.787,-0.06,0.118,0.148,255,170,6093,4062,10155,0.96,0.024,0.016,0.576,0.384,3.613,1.839,0.367,0.226,0.509,4.812,0.934,4.46,6908.281,4409.306,2498.976,1,8.295,13,23.5,2.5,21,0.117,42.179,942,22.333,10.966,13.254,14.002,14.755,15.146,15.564,16.024,16.668,17.493,18.855,12.969,1.714,-0.08,0.123,0.132
PL0094,SS,1675,20,55.21,492,4450,9903,0.449,0.551,0.112,0.877,97.89,79.314,0.123,97.28,13.217,13.508,11.548,13.52,14.135,14.79,15.159,15.516,16.536,17.356,18.63,20.824,3.611,-0.591,0.571,0.351,0.709,13.217,1.55,-0.097,0.14,0.117,221.875,115.375,6390.625,3323.125,9713.75,0.967,0.022,0.011,0.636,0.331,3.991,2.116,0.401,0.234,0.53,5.765,3.588,18.013,7485.871,4479.782,3006.089,1,6.841,14.5,22.5,2.5,20,0.145,173,1268.667,7.333,12.861,14.458,15.006,15.577,15.866,16.241,16.685,17.171,17.907,19.04,14.221,1.375,-0.105,0.158,0.097
PL0095,SS,1725,18,44.78,392,4693,10804,0.434,0.566,0.133,0.857,98.55,75.847,0.143,99.62,13.433,13.807,11.703,13.649,14.371,15.091,15.466,15.954,17.19,18.236,20.168,23.385,3.763,-0.57,1.037,0.416,0.666,13.433,1.752,-0.081,0.172,0.13,175.5,114.75,6701.5,4381.75,11083.25,0.974,0.015,0.01,0.589,0.385,4.549,2.386,0.37,0.183,0.524,5.839,1.997,17.588,7764.27,4316.725,3447.545,1,7.323,14.5,25,2.5,22.5,0.133,44.576,541.286,12.143,12.704,14.524,15.189,15.89,16.217,16.692,17.242,17.825,18.765,20.518,14.38,1.594,-0.064,0.165,0.111
PL0096,SYC/CP,600,23,28.56,286,2205,3804,0.58,0.42,0.348,0.573,56.46,58.474,0.427,64.58,11.409,12.493,6.845,11.749,13.698,15.17,15.913,16.369,17.749,19.173,20.545,21.955,9.068,-0.101,-1.176,0.465,0.555,11.409,2.932,-0.032,0.001,0.257,3196.875,1918.125,3415.625,2049.375,5465,0.517,0.302,0.181,0.323,0.194,4.697,2.981,0.373,0.069,0.635,2.345,4.389,17.069,3433.189,2052.724,1380.465,5,12.799,16,23.5,2.5,21,0.058,3.953,126.5,32,8.687,13.572,15.104,16.146,16.55,17.035,17.695,18.648,19.545,21.057,12.771,2.749,-0.101,0.042,0.215
PL0097,SS,2125,21,74.75,624,1906,3249,0.587,0.413,0.012,0.983,100,95.979,0.017,93.23,12.519,12.692,11.092,12.653,13.241,13.749,14.047,14.359,15.089,15.665,16.696,17.594,2.955,-0.411,0.172,0.281,0.75,12.519,1.178,-0.067,0.107,0.094,961.75,175.5,5145,2205,7350,0.866,0.113,0.021,0.606,0.26,1.583,0.808,0.281,0.183,0.51,0.742,3.817,14.739,6421.158,5867.961,553.198,1,5.808,13.5,19.5,2.5,17,0.172,550,1650,3,11.825,13.305,13.751,14.237,14.504,14.779,15.11,15.465,15.966,16.851,13.132,1.065,-0.066,0.108,0.081
PL0098,LPS/SS,1375,19,43.46,313,3598,8144,0.442,0.558,0.133,0.852,97.08,75.781,0.148,97.4,9.742,10.209,7.606,9.924,10.738,11.552,11.963,12.416,13.577,14.464,15.873,18.037,4.357,-0.216,-0.429,0.45,0.614,9.742,1.736,-0.048,0.096,0.178,292.125,215.25,4733.375,3487.75,8221.125,0.942,0.033,0.025,0.542,0.4,3.889,1.883,0.274,0.14,0.484,2.746,4.969,15.693,5612.62,3274.765,2337.854,1,8.222,11,20,2.5,17.5,0.112,12.663,1260,99.5,8.881,11.106,11.829,12.517,12.927,13.317,13.743,14.294,15.077,16.375,10.761,1.665,-0.098,0.118,0.155
PL0099,LPN,1925,12,23.12,140,5231,10869,0.481,0.519,0.276,0.631,84.82,42.958,0.369,94.75,5.079,5.384,3.645,4.973,5.468,6.005,6.383,6.739,7.477,8.151,9.425,11.691,2.738,0.365,-0.49,0.575,0.539,5.079,1.019,0.074,0.068,0.201,290,435,1826,2739,4565,0.863,0.055,0.082,0.345,0.518,3.197,1.375,0.155,0.06,0.43,2.759,2.586,9.539,2627.86,916.642,1711.218,1,5.111,5,13.5,2.5,11,0.116,2.583,1947.5,754,3.972,5.379,5.949,6.564,6.866,7.162,7.432,7.843,8.452,9.615,5.45,1.051,0.035,0.06,0.193
PL0100,LPS,1875,18,49.98,263,3478,7058,0.493,0.507,0.168,0.765,93.47,60.028,0.235,99.24,7.45,7.91,5.468,7.515,8.243,9.014,9.459,9.845,10.882,11.719,13.015,14.56,3.991,-0.033,-0.689,0.484,0.572,7.45,1.524,-0.014,0.076,0.205,344.75,295.5,3358.25,2878.5,6236.75,0.907,0.05,0.043,0.488,0.419,3.508,1.771,0.273,0.105,0.505,3.867,3.263,14.56,4060.526,2184.848,1875.678,1,7.535,8,16.5,2.5,14,0.102,4.494,2121,472,6.315,8.277,9.005,9.723,10.081,10.451,10.876,11.399,12.247,13.321,8.106,1.516,-0.06,0.092,0.187
PL0101,SS,1350,17,33.65,272,8303,18319,0.453,0.547,0.078,0.898,99.12,81.999,0.102,98.78,8.905,9.33,6.923,9.007,9.776,10.484,10.912,11.327,12.384,13.397,15.003,16.901,3.989,-0.095,-0.425,0.467,0.594,8.905,1.584,-0.027,0.1,0.178,70.125,53.625,4426.375,3384.875,7811.25,0.985,0.009,0.007,0.558,0.427,3.523,1.57,0.253,0.155,0.446,2.344,5.183,14.249,5649.951,3120.308,2529.643,1,7.567,10,18.5,2.5,16,0.123,15.102,1082.333,71.667,8.281,10.144,10.8,11.406,11.722,12.128,12.533,13.156,14.046,15.454,9.926,1.481,-0.055,0.118,0.149
PL0102,LPS,1850,18,51.74,282,3071,6270,0.49,0.51,0.211,0.733,88.41,58.862,0.267,94.79,7.891,8.354,5.966,7.99,8.747,9.536,9.87,10.269,11.304,12.342,13.985,15.557,3.904,-0.05,-0.499,0.486,0.564,7.891,1.564,-0.022,0.094,0.198,980.625,849.875,2986.875,2588.625,5575.5,0.753,0.132,0.115,0.403,0.35,3.515,1.803,0.276,0.104,0.513,2.831,5.042,12.964,3573.513,2040.842,1532.671,1,7.383,9,17.5,2.5,15,0.112,6.133,615.333,100.333,6.66,8.789,9.52,10.12,10.413,10.728,11.236,11.885,12.828,14.213,8.502,1.573,-0.062,0.109,0.185
PL0103,LPS,950,24,43.8,223,3763,7484,0.503,0.497,0.18,0.787,91.39,65.95,0.213,94.71,8.394,8.942,5.972,8.574,9.388,10.3,10.741,11.266,12.533,13.231,14.382,16.031,4.769,-0.067,-0.876,0.465,0.584,8.394,1.771,-0.02,0.054,0.211,446,362.375,3786,3076.125,6862.125,0.895,0.058,0.047,0.494,0.401,3.5,1.74,0.266,0.12,0.497,3.512,1.755,10.16,4494.189,2547.885,1946.305,1,8.883,9.5,18,2.5,15.5,0.09,5.111,1973,386,6.394,9.348,10.28,11.201,11.684,12.173,12.613,13.076,13.642,14.692,9.003,1.856,-0.071,0.039,0.206
PL0104,SS,1550,23,66.02,659,2322,6269,0.37,0.63,0.145,0.825,97.24,73.752,0.175,93.92,14.581,15.232,11.855,15.175,16.335,17.474,17.981,18.531,19.761,20.675,22.117,23.85,6.126,-0.576,-0.202,0.364,0.659,14.581,2.48,-0.124,0.097,0.17,903.75,421.75,7031.25,3281.25,10312.5,0.886,0.078,0.036,0.604,0.282,5.831,3.318,0.353,0.099,0.569,5.048,3.384,18.63,8131.055,4317.26,3813.795,2,11.052,18,25.5,2.5,23,0.086,19.444,233.333,12,14.43,17.451,18.223,18.991,19.341,19.703,20.178,20.72,21.378,22.76,16.705,1.977,-0.153,0.107,0.118
PL0105,SS/LPL,1475,24,70.65,657,2508,7700,0.326,0.674,0.12,0.865,99.64,80.104,0.135,99.82,15.534,16.092,13.279,16.14,17.041,18.009,18.498,19.058,20.327,21.293,23.049,25.527,5.219,-0.703,0.255,0.368,0.674,15.534,2.329,-0.141,0.139,0.15,420,210,8044,4022,12066,0.951,0.033,0.017,0.634,0.317,6.165,3.226,0.33,0.133,0.523,7.171,5.919,21.871,9113.507,4590.212,4523.295,2,9.47,17.5,27.5,2.5,25,0.103,44.83,2107,47,16.18,18.294,19.016,19.672,20.054,20.417,20.907,21.494,22.344,24.09,17.93,1.708,-0.123,0.162,0.095
PL0106,SS/LPL,950,25,52.37,554,2218,6194,0.358,0.642,0.151,0.817,94.32,74.648,0.183,98.01,16.407,17.199,13.405,17.457,18.585,19.673,20.251,20.812,22.03,23.188,24.635,26.119,6.846,-0.81,0.12,0.332,0.666,16.407,2.853,-0.177,0.118,0.174,1190,476,8067.5,3227,11294.5,0.871,0.092,0.037,0.622,0.249,6.188,3.421,0.348,0.12,0.553,3.559,8.445,22.699,8464.61,4635.492,3829.118,3,11.009,20,28,2.5,25.5,0.083,12.053,1374,114,15.889,19.281,20.339,21.156,21.528,21.94,22.461,23.273,24.013,25.093,18.103,2.628,-0.233,0.153,0.145
PL0107,SS,1600,13,24.4,133,3220,6722,0.479,0.521,0.24,0.706,89.63,53.027,0.294,96.38,5.45,5.758,3.965,5.43,5.959,6.478,6.761,7.101,7.839,8.589,9.846,12.031,2.796,0.255,-0.439,0.549,0.554,5.45,1.058,0.04,0.076,0.194,319.5,426,2061,2748,4809,0.866,0.058,0.077,0.371,0.495,2.657,1.289,0.213,0.057,0.485,2.065,2.308,8.404,2799.304,1266.333,1532.972,1,5.512,6.5,14,2.5,11.5,0.118,2.981,2519,845,4.631,6.006,6.502,6.975,7.217,7.485,7.785,8.264,8.965,10.268,5.943,1.046,-0.003,0.1,0.176
PL0108,LPS,1550,17,37.33,207,12626,24275,0.52,0.48,0.2,0.698,83.34,55.164,0.302,91.85,6.329,6.739,4.51,6.336,6.959,7.656,8.043,8.424,9.446,10.215,11.296,12.786,3.533,0.112,-0.761,0.504,0.56,6.329,1.328,0.02,0.064,0.21,430.375,430.375,2479.125,2479.125,4958.25,0.852,0.074,0.074,0.426,0.426,3.466,1.535,0.201,0.098,0.443,3.402,2.488,12.168,3358.974,1114.561,2244.414,1,6.781,7.5,14.5,2.5,12,0.099,3.195,458.875,143.625,5.135,6.993,7.667,8.298,8.669,9.039,9.445,9.956,10.583,11.482,6.87,1.362,-0.039,0.071,0.198
PL0109,SS/LPN,2300,14,38.75,259,4596,9544,0.482,0.518,0.13,0.832,95.87,71.524,0.168,97.92,7.484,7.911,5.57,7.663,8.369,9.101,9.453,9.82,10.677,11.375,12.734,14.496,3.883,-0.145,-0.696,0.471,0.588,7.484,1.467,-0.042,0.072,0.196,189,148.5,3514,2761,6275,0.949,0.029,0.022,0.531,0.418,3.286,1.545,0.249,0.119,0.47,1.945,4.058,12.84,4417.169,2495.173,1921.996,1,7.276,9,16,2.5,13.5,0.108,4.991,808.5,162,6.614,8.676,9.306,9.831,10.129,10.395,10.729,11.155,11.855,13.087,8.281,1.405,-0.103,0.098,0.17
PL0110,SS,2225,17,51.23,507,4139,9209,0.449,0.551,0.091,0.894,98.91,81.677,0.106,96.35,12.653,12.952,10.986,12.813,13.543,14.227,14.614,15.009,15.977,16.782,18.154,20.5,3.628,-0.545,0.64,0.375,0.697,12.653,1.539,-0.078,0.134,0.122,177,103.25,6171,3599.75,9770.75,0.972,0.018,0.01,0.614,0.358,3.768,1.954,0.385,0.238,0.519,4.306,6.611,19.216,7292.148,4647.901,2644.248,1,7.138,13.5,22.5,2.5,20,0.138,72.042,3458,48,12.012,13.901,14.49,15.114,15.4,15.743,16.137,16.633,17.322,18.495,13.654,1.382,-0.077,0.116,0.101
PL0111,SS,1075,26,56.66,565,9701,22042,0.44,0.56,0.091,0.898,97.97,83.421,0.102,99.31,14.375,14.758,12.417,14.794,15.521,16.316,16.74,17.167,18.341,19.246,20.568,23.023,4.323,-0.608,0.371,0.357,0.699,14.375,1.861,-0.108,0.133,0.129,154,82.5,7252,3885,11137,0.98,0.014,0.007,0.638,0.342,4.176,2.035,0.376,0.258,0.487,4.205,7.459,19.186,8395.701,4303.593,4092.108,1,8.077,16,25,2.5,22.5,0.122,81.667,7350,90,13.535,15.821,16.529,17.201,17.6,18.007,18.495,19.131,19.799,21.18,15.383,1.762,-0.14,0.147,0.115
PL0112,SS,1975,17,48.06,363,4348,9948,0.437,0.563,0.142,0.839,99.33,71.929,0.161,99.64,11.101,11.4,9.728,11.338,11.904,12.49,12.8,13.163,14.138,15.036,16.268,17.525,3.072,-0.602,0.592,0.353,0.682,11.101,1.432,-0.1,0.162,0.129,110.25,57.75,5444.25,2851.75,8296,0.98,0.013,0.007,0.643,0.337,4.079,2.19,0.359,0.148,0.537,3.966,2.55,13.953,6558.724,3192.685,3366.038,1,6.076,12,19.5,2.5,17,0.161,47.872,4117,86,11.041,12.243,12.712,13.226,13.505,13.863,14.311,14.908,15.589,16.592,12.194,1.163,-0.052,0.172,0.095
PL0113,LPS,1550,20,47.36,366,3935,8397,0.469,0.531,0.148,0.831,98.58,69.431,0.169,100,10.229,10.607,8.567,10.391,11.056,11.89,12.273,12.661,13.741,14.489,15.56,17.033,3.706,-0.427,0.003,0.39,0.657,10.229,1.576,-0.073,0.125,0.154,180.5,114,4845,3060,7905,0.964,0.022,0.014,0.591,0.373,4.246,2.16,0.3,0.113,0.509,4.529,2.186,15.345,5979.51,3139.631,2839.878,1,7.142,10.5,19,2.5,16.5,0.133,21.022,2922,139,9.671,11.356,12.088,12.7,13.09,13.467,13.841,14.324,15,15.853,11.272,1.369,-0.064,0.111,0.121
PL0114,SS,1150,30,81.67,965,4548,9937,0.458,0.542,0.116,0.883,99.36,78.883,0.117,97.05,18.438,18.737,16.506,18.803,19.552,20.387,20.832,21.289,22.376,23.2,24.58,26.324,4.326,-0.747,1.045,0.286,0.75,18.438,1.843,-0.113,0.137,0.1,1055.25,89.375,8501.625,3349.125,11850.75,0.912,0.081,0.007,0.654,0.258,4.631,2.606,0.459,0.289,0.563,5.596,8.08,25.346,10329.419,6720.543,3608.876,1,8.168,19.5,28,2.5,25.5,0.122,268.417,1073.667,4,17.675,19.796,20.517,21.256,21.596,21.982,22.456,22.961,23.694,25.013,19.436,1.681,-0.124,0.136,0.087
PL0115,SS,1225,23,51.61,469,5895,11942,0.494,0.506,0.076,0.918,96.79,87.002,0.082,99.24,12.859,13.018,11.519,12.94,13.426,13.974,14.255,14.582,15.383,16.074,17.235,18.769,2.736,-0.21,0.084,0.311,0.746,12.859,1.143,-0.034,0.126,0.089,1859.25,112.5,4558.5,2532.5,7091,0.782,0.205,0.012,0.503,0.279,3.065,1.518,0.389,0.289,0.495,5.143,2.044,17.052,7262.834,5088.515,2174.32,1,5.571,13.5,20.5,2.5,18,0.179,2953,1476.5,0.5,12.507,13.657,14.133,14.592,14.84,15.096,15.432,15.909,16.588,17.645,13.636,1.013,-0.03,0.14,0.074
PL0116,SS,1375,19,39.69,357,11361,22501,0.505,0.495,0.047,0.928,97.55,87.935,0.072,99.43,10.378,10.798,8.557,10.712,11.431,12.187,12.541,12.919,14.009,14.77,15.935,17.217,3.984,-0.464,-0.149,0.378,0.651,10.378,1.679,-0.095,0.115,0.162,162.5,89.375,5127.5,2820.125,7947.625,0.969,0.02,0.011,0.625,0.344,2.897,1.284,0.272,0.197,0.443,4.923,1.402,10.246,5892.699,3988.829,1903.87,1,7.553,12,19,2.5,16.5,0.124,16.691,590.143,35.357,9.542,11.599,12.301,12.82,13.211,13.617,14.017,14.557,15.232,16.42,11.218,1.569,-0.122,0.131,0.14
PL0117,SS,600,32,48.51,572,5363,12674,0.423,0.577,0.084,0.908,97.69,85.761,0.092,97.46,17.216,17.435,15.406,17.307,18.075,18.827,19.176,19.613,20.679,21.509,22.981,25.113,3.77,-0.225,-0.126,0.311,0.749,17.216,1.557,-0.039,0.109,0.09,2692.125,120.75,6141,3582.25,9723.25,0.776,0.215,0.01,0.49,0.286,4.21,2.148,0.413,0.291,0.51,6.174,2.651,22.113,9796.837,6404.503,3392.334,1,7.524,18,27,5.5,21.5,0.133,0,1529.667,0,16.582,18.559,19.159,19.804,20.151,20.461,20.83,21.349,22.08,23.577,18.313,1.418,-0.064,0.111,0.077
PL0118,SS/BI,2475,12,32.72,245,12944,21918,0.591,0.409,0.104,0.858,98.59,67.339,0.142,100,8.114,8.428,6.675,8.323,8.798,9.29,9.555,9.857,10.613,11.678,13.799,15.941,2.88,-0.122,0.261,0.478,0.588,8.114,1.27,-0.049,0.152,0.156,210,182,3757.5,3256.5,7014,0.947,0.028,0.025,0.507,0.44,2.748,1.499,0.357,0.141,0.545,3.712,1.672,11.977,4552.441,2800.8,1751.641,1,5.602,9,17.5,2.5,15,0.166,15.666,1114,71.111,7.399,8.712,9.155,9.553,9.798,10.042,10.356,10.836,11.848,14.098,8.597,1.115,-0.028,0.178,0.13
